WORD;DEFINITION;LEMMAS;HYPONYMS;HYPERNYMS;HOLONYMS
section;one of several parts or pieces that fit with others to constitute a whole object;['section', 'segment'];['bend.n.03', 'dado.n.02', 'leaf.n.03', 'length.n.05', 'straightaway.n.01', 'subsection.n.01'];['part.n.02'];[]
section;a small team of policemen working as part of a police platoon;['section'];[];['team.n.01'];[]
section;one of the portions into which something is regarded as divided and which together constitute a whole;['part', 'section', 'division'];['beginning.n.03', 'chukker.n.01', 'component.n.01', 'end.n.05', 'final_period.n.01', 'first_period.n.01', 'frame.n.11', 'game.n.05', 'half.n.02', 'high_point.n.01', 'inning.n.01', 'middle.n.02', 'over.n.01', 'period.n.03', 'quarter.n.03', 'second_period.n.01', 'turn.n.09'];['concept.n.01'];[]
section;a land unit equal to 1 square mile;['section'];[];['square_mile.n.01'];[]
section;(geometry) the area created by a plane cutting through a solid;['section', 'plane_section'];['cross_section.n.01'];['area.n.06'];[]
section;a small class of students who are part of a larger course but are taught separately;['section', 'discussion_section'];[];['class.n.02'];[]
section;a division of an orchestra containing all instruments of the same class;['section'];['brass_section.n.01', 'percussion_section.n.01', 'reed_section.n.01', 'string_section.n.01'];['musical_organization.n.01'];[]
section;a small army unit usually having a special function;['section'];[];['army_unit.n.01'];[]
section;a specialized division of a large organization;['department', 'section'];['academic_department.n.01', 'business_department.n.01', 'government_department.n.01', 'payroll.n.03', 'personnel_department.n.01', 'security.n.06'];['division.n.04'];[]
section;a segment of a citrus fruit;['section'];[];['segment.n.02'];[]
section;the cutting of or into body tissues or organs (especially by a surgeon as part of an operation);['incision', 'section', 'surgical_incision'];['gastromy.n.01', 'laparotomy.n.01', 'nephrotomy.n.01', 'orchotomy.n.01', 'perineotomy.n.01', 'sclerotomy.n.01', 'thoracotomy.n.01', 'valvotomy.n.01', 'vasotomy.n.01', 'venesection.n.01'];['cut.n.16'];[]
section;divide into segments;['segment', 'section'];['quarter.v.03', 'syllabify.v.01'];['separate.v.12'];[]
